1,droid_brain,"The droid's version of a brain, this module gives a droid the ability to process the information it senses and react appropriately."
2,droid_motive_system,"This system is responsible for a droid's ability to move, navigate, and follow."
3,manipulator_arm,The manipulator arm allows a droid to directly interact with its environment as needed.
4,sensor_package_droid,"A droid processes audio, visual, and comlink messages through its sensor package.  Some advanced models have radar and infrared capabilities, as well."
5,storage_unit,A droid can store extraneous items with this module.
6,processing_units,"This ingredient slot only accepts multiple components from a crate of electronics, produced by a factory."
7,memory_circuits,"This ingredient slot only accepts multiple components from a crate of electronics, produced by a factory."
8,base_chassis,This ingredient slot accepts a previously built droid ready to be rebuilt to the ADVANCED droid standard. IMPORTANT: Any enhancements built into the droid that is to be used as a base chassis to satisfy this ingredient slot will be LOST during the refurbishing process.
9,personality_module_stupid,This module will allow you to create a droid with a stupid personality type.
10,personality_module_sarcastic,This module will allow you to create a droid with a sarcastic personality type.
11,personality_module_prissy,This module will allow you to create a droid with a prissy personality type.
12,personality_module_worshipful,This module will allow you to create a droid with a worshipful personality type.
13,personality_module_slang,"This module will allow you to create a droid with a ""slang"" personality type."
14,repair_module,"This module is what allows droids to repair ""wounds"" on themselves and on other objects."
15,manipulator_arm_package_set,The manipulator arm allows a droid to directly interact with its environment.
16,droid_motive_system_advanced,This advanced droid motive system allows for more efficient mobility over flat and semi-flat surfaces.
17,advanced_droid_frame,This advanced droid frame is sturdier than the standard frame.
18,intellex_iv_computer,The Intellex IV computer features over seven hundred different spacecraft configurations.
19,droid_brain_advanced,The advanced version of the droid brain allows faster processing power and thinking ability.
20,socket_bank,This is an array that can fit a variety of droid sockets.
21,personality_module_geeky,This module will allow you to create a droid with a geeky personality type.
22,armor_module_1,"This armor module is used to help protect a droid from bangs, falls, and weak blaster fire."
23,armor_module_2,"This armor module is used to help protect a droid from bangs, falls, and weak blaster fire."
24,armor_module_6,"This armor module is used to help protect a droid from bangs, falls, and weak blaster fire."
25,armor_module_3,"This armor module is used to help protect a droid from bangs, falls, and weak blaster fire."
26,armor_module_4,"This armor module is used to help protect a droid from bangs, falls, and weak blaster fire."
27,armor_module_5,"This armor module is used to help protect a droid from bangs, falls, and weak blaster fire."
28,data_storage_module_1,This module is used to grant the droid the ability to store data objects for their owner.
29,data_storage_module_2,This module is used to grant the droid the ability to store data objects for their owner.
